id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_val,category
366,5315 benefits - direct,opex,variable,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0.5,""confidence"":0,""created_on"":""2026-06-03T15:13:51Z"",""closing_month"":""05-2025""},{""value"":0.18,""flagrate"":0.33,""confidence"":0,""created_on"":""2026-06-04T13:20:20Z"",""closing_month"":""12-2024""}]}]",,0.150,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""history"":[{""05-2025"":8646.37},{""02-2024"":7606.15},{""04-2024"":7699.31},{""07-2024"":7677.81},{""11-2024"":9388.07},{""12-2024"":6724.07},{""01-2024"":5407.13},{""03-2024"":8009.42},{""05-2024"":7364.05},{""06-2024"":6554.01},{""08-2024"":7055.66},{""09-2024"":6057.62},{""10-2024"":8063.52}],""avg_absdelta"":0.18,""coefficient_of_variation"":0.67}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
367,5330 vacation - direct,opex,variable,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""thresholds"":[{""value"":3.05,""flagrate"":0.17,""confidence"":0,""created_on"":""2026-06-03T15:14:10Z"",""closing_month"":""05-2025""},{""value"":2.37,""flagrate"":0.33,""confidence"":0,""created_on"":""2026-06-04T13:20:39Z"",""closing_month"":""12-2024""}]}]",,0.150,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""history"":[{""05-2025"":2718.96},{""06-2024"":6000.52},{""09-2024"":52.6},{""10-2024"":2062.27},{""12-2024"":1353.91},{""01-2024"":3720.11},{""02-2024"":5045.77},{""03-2024"":-1115.32},{""04-2024"":1722.06},{""05-2024"":-2134.45},{""07-2024"":12163.18},{""08-2024"":-2060.47},{""11-2024"":-4091.78}],""avg_absdelta"":4.74,""coefficient_of_variation"":2.14}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
368,6010 payroll - g&a,opex,variable,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-03T15:14:49Z"",""closing_month"":""05-2025""},{""value"":0.15,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-04T13:21:24Z"",""closing_month"":""12-2024""}]}]",,0.150,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""history"":[{""05-2025"":25710.98},{""05-2024"":15000},{""07-2024"":23040.75},{""08-2024"":22987.13},{""10-2024"":23725.5},{""11-2024"":23148},{""12-2024"":23502.76},{""01-2024"":13650},{""02-2024"":12530},{""03-2024"":12500},{""04-2024"":15000},{""06-2024"":27432},{""09-2024"":23601.75}],""avg_absdelta"":0.12,""coefficient_of_variation"":1.86}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
369,6015 benefits - g&a,opex,variable,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0.42,""confidence"":0,""created_on"":""2026-06-03T15:14:57Z"",""closing_month"":""05-2025""},{""value"":0.27,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-04T13:21:35Z"",""closing_month"":""12-2024""}]}]",,0.150,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""history"":[{""05-2025"":2166.38},{""10-2024"":1349.02},{""11-2024"":1349.02},{""01-2024"":1039.82},{""02-2024"":1139.82},{""03-2024"":1139.82},{""09-2024"":1117.62},{""12-2024"":1642},{""04-2024"":1239.82},{""05-2024"":1239.8},{""06-2024"":1890.02},{""07-2024"":1717.62},{""08-2024"":1717.62}],""avg_absdelta"":0.16,""coefficient_of_variation"":1.03}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
371,6011 pto expense,opex,variable,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:19:59Z"",""closing_month"":""12-2025""},{""value"":1.13,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:22:36Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""history"":[{""01-2025"":3786.37},{""02-2025"":310.95},{""03-2025"":310.96},{""07-2025"":310.96},{""10-2025"":310.96},{""04-2025"":310.96},{""05-2025"":310.95},{""06-2025"":310.96},{""08-2025"":466.43},{""09-2025"":310.96},{""11-2025"":310.96},{""12-2025"":310.95},{""02-2026"":310.95},{""03-2026"":186.44},{""01-2026"":-776}],""avg_absdelta"":0.5,""coefficient_of_variation"":1.84}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
372,6450 payroll benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
373,55000 direct labor,opex,variable,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""thresholds"":[{""value"":0.15,""flagrate"":0.55,""confidence"":0,""created_on"":""2026-06-03T15:22:27Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""history"":[{""08-2025"":5007.4},{""09-2025"":4484.59},{""10-2025"":3393.22},{""11-2025"":2485.3},{""04-2025"":6754.97},{""05-2025"":8432.94},{""07-2025"":6075.73},{""12-2025"":900.6},{""01-2025"":5970.71},{""02-2025"":6609.89},{""03-2025"":7313.73},{""06-2025"":9198.96}],""avg_absdelta"":0.22,""coefficient_of_variation"":0.72}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
374,50015 direct labor,opex,variable,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:24:10Z"",""closing_month"":""02-2026""},{""value"":2.2,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T10:59:18Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":3214.22},{""02-2026"":241.18},{""10-2025"":2282.5},{""11-2025"":2510.9},{""12-2025"":2510.9}],""avg_absdelta"":0.33,""coefficient_of_variation"":1.1}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
375,60040 401k match,opex,variable,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:24:54Z"",""closing_month"":""02-2026""},{""value"":1,""flagrate"":0.31,""confidence"":0,""created_on"":""2026-06-04T11:00:18Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":743.75},{""02-2026"":425.29},{""05-2025"":565.17},{""08-2025"":175.16},{""10-2025"":175.16},{""11-2025"":452.08},{""12-2025"":-618.88},{""01-2025"":746.43},{""02-2025"":457.62},{""04-2025"":731.83},{""06-2025"":506.43},{""07-2025"":631.47},{""09-2025"":175.16},{""03-2025"":228.81}],""avg_absdelta"":0.84,""coefficient_of_variation"":1.03}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
376,60070 other benefits,opex,variable,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-03T15:25:04Z"",""closing_month"":""02-2026""},{""value"":0.15,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-04T11:00:37Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":138.46},{""02-2026"":138.46},{""08-2025"":276.92},{""10-2025"":138.46},{""02-2025"":276.92},{""03-2025"":276.92},{""05-2025"":276.92},{""06-2025"":276.92},{""07-2025"":276.92},{""09-2025"":138.46},{""11-2025"":138.46},{""12-2025"":207.69},{""04-2025"":276.92}],""avg_absdelta"":0.11,""coefficient_of_variation"":1.77}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
377,60000 payroll expense,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
378,60031 401k match,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
379,6300 indirect payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
380,51200 direct labor,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
381,64000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
382,22100-000 401k withholding,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
383,22200-001 payroll clearing,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
384,22200-002 payroll benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
386,40000 monthly membership fees,opex,variable,"[{""company"":{""id"":290244,""name"":""Carefree Newport""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T14:47:47Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290244,""name"":""Carefree Newport""},""history"":[{""01-2026"":50115.44},{""12-2025"":52608.83},{""01-2025"":58088.97},{""02-2025"":56274.02},{""03-2025"":56929.64},{""04-2025"":56567.89},{""06-2025"":60629.94},{""09-2025"":57772.33},{""10-2025"":52859.41},{""11-2025"":50873.19},{""05-2025"":63219.97},{""07-2025"":61028.23},{""08-2025"":55907.33}],""avg_absdelta"":0.04,""coefficient_of_variation"":0.74}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,accounting_fees
387,40100-007 premium membership,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
388,41000 membership fees,opex,variable,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:22:18Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""history"":[{""06-2025"":20218.58},{""07-2025"":18768.58},{""08-2025"":18316.53},{""11-2025"":16115.91},{""01-2025"":18247.04},{""02-2025"":18821.62},{""03-2025"":18844.54},{""04-2025"":18961.2},{""05-2025"":20008.19},{""09-2025"":17760.28},{""10-2025"":17548.56},{""12-2025"":18074.23}],""avg_absdelta"":0.04,""coefficient_of_variation"":0.89}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,accounting_fees
389,6412 employer tax,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
391,22301-000 federal income tax payable,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
392,5003 direct labor - pr fees,opex,variable,"[{""company"":{""id"":318655,""name"":""Clay Entertainment""},""thresholds"":[{""value"":0.15,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-03T14:52:36Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-03T14:54:43Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":318655,""name"":""Clay Entertainment""},""history"":[{""05-2025"":2905.03},{""07-2025"":2905.03},{""09-2025"":2876.32},{""10-2025"":2636.5},{""11-2025"":2874.58},{""04-2025"":2905.03},{""06-2025"":2764.29},{""08-2025"":2659.03},{""12-2025"":3165.03},{""03-2025"":422.24},{""01-2026"":3130.52},{""02-2026"":2383.8},{""03-2026"":2759.26}],""avg_absdelta"":0.57,""coefficient_of_variation"":2.82}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
393,6032 payroll expense - pr fees,opex,variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0.6,""confidence"":0,""created_on"":""2026-06-03T15:01:18Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""10-2025"":5470.6},{""11-2025"":3402.85},{""12-2025"":3270.73},{""01-2026"":4284.6},{""02-2026"":3121.6},{""03-2026"":3371.9}],""avg_absdelta"":0.22,""coefficient_of_variation"":0.62}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
394,61560 401k admin,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
395,63011 401k admin fees,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,accounting_fees
396,6402 general liability,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
397,6403 health,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
398,6104 employee pr - health bene...,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
399,6105 employee pr - wellness benefit,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
400,3-63020 health,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
401,3-63030 liability,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
402,3-63050 umbrella,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
403,3-63060 workers compensation,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
404,6035 company contributions,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
405,4-63020 health,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
406,4-63030 liability & property,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
407,4-65560 workers compensation,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
408,60601 health,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
409,60604 workmans comp,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
410,1-63020 health,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
411,1-63030 liability,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
412,1-63060 workers compensation,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
413,6201 general liability insuranc,opex,fixed,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T13:05:32Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""02-2026"":1608.25},{""03-2026"":1608.25},{""10-2025"":1164.42},{""11-2025"":1164.42},{""12-2025"":1164.38},{""01-2026"":1608.25}],""avg_absdelta"":0.08,""coefficient_of_variation"":2}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
414,62301 liability,opex,fixed,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""thresholds"":[{""value"":0.15,""flagrate"":0.27,""confidence"":0,""created_on"":""2026-06-03T15:23:38Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""history"":[{""03-2025"":7599.15},{""06-2025"":7599.15},{""07-2025"":7599.15},{""09-2025"":7599.15},{""11-2025"":6199.7},{""02-2025"":7599.15},{""04-2025"":5362.15},{""05-2025"":7599.15},{""08-2025"":7599.15},{""10-2025"":6199.7},{""12-2025"":6199.7},{""01-2025"":7599.15}],""avg_absdelta"":0.08,""coefficient_of_variation"":1.74}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
415,62302 workmans comp,opex,fixed,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""thresholds"":[{""value"":0.15,""flagrate"":0.45,""confidence"":0,""created_on"":""2026-06-03T15:23:49Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""history"":[{""11-2025"":419.32},{""01-2025"":682.07},{""02-2025"":990.66},{""05-2025"":546.85},{""07-2025"":634.14},{""09-2025"":365.77},{""12-2025"":1115.33},{""03-2025"":1101.31},{""04-2025"":605.53},{""06-2025"":541.47},{""08-2025"":649.43},{""10-2025"":401.44}],""avg_absdelta"":0.32,""coefficient_of_variation"":1.4}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
416,66080 worker's compensation,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:27:03Z"",""closing_month"":""02-2026""},{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:53:46Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":82},{""02-2026"":73.25},{""07-2025"":82},{""09-2025"":82},{""11-2025"":82},{""12-2025"":82},{""03-2025"":82},{""06-2025"":82},{""08-2025"":82},{""10-2025"":82},{""01-2025"":82},{""02-2025"":82},{""04-2025"":82},{""05-2025"":82}],""avg_absdelta"":0.01,""coefficient_of_variation"":3.46}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
417,66070 life/dental/vision,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
418,64400 company contributions,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
419,6102 lease,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
420,6704 property tax,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
422,11700-000 lease deposits,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
423,6804 lease expense,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
424,3-63040 property,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
425,3-64020 cam charges,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
426,3-67640 property,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
427,6051 auto and truck lease,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
428,6060 facilities expense,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
429,4002 lease commission,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
430,6107 property websites,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
431,6205 us storage,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
432,6018 lease,opex,fixed,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.15,""flagrate"":0.21,""confidence"":0,""created_on"":""2026-06-03T14:59:37Z"",""closing_month"":""03-2026""},{""value"":0.15,""flagrate"":0.21,""confidence"":0,""created_on"":""2026-06-04T12:34:23Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":2479.31},{""02-2026"":1292.39},{""03-2026"":1292.39},{""06-2025"":2436.5},{""07-2025"":2436.5},{""09-2025"":3666.23},{""11-2025"":2479.31},{""12-2025"":2479.31},{""01-2025"":2436.5},{""02-2025"":2436.5},{""04-2025"":2436.5},{""05-2025"":2436.5},{""08-2025"":2436.5},{""10-2025"":2479.31},{""03-2025"":2436.5}],""avg_absdelta"":0.09,""coefficient_of_variation"":1.96}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
433,6060 facilities,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
434,6066 facility repair & maintenance,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
435,6088 auto lease,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
436,5012 warehouse,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
437,6250 facilities expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
438,6252 commercial storage lease,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
439,6401 taxes - property,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
440,40200-004 storage locker,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
441,6702 lease,opex,fixed,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:02:44Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""10-2025"":906.03},{""11-2025"":870.12},{""12-2025"":2234.77},{""01-2026"":983.84},{""02-2026"":983.84},{""03-2026"":983.84}],""avg_absdelta"":0.43,""coefficient_of_variation"":1.4}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,rent
