id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_val,category
286,60010 officer wages,opex,semi_variable,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0.77,""confidence"":0,""created_on"":""2026-06-03T15:24:20Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0.77,""confidence"":0,""created_on"":""2026-06-04T10:59:38Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""02-2026"":10235},{""01-2026"":11862.5},{""01-2025"":1392.38},{""04-2025"":2812.22},{""06-2025"":6900},{""08-2025"":8400},{""02-2025"":1218.34},{""03-2025"":1218.34},{""05-2025"":5500},{""07-2025"":9200},{""09-2025"":8700},{""10-2025"":8360},{""11-2025"":7912.5},{""12-2025"":9112.5}],""avg_absdelta"":0.29,""coefficient_of_variation"":1.3}]",,,,2026-05-10 17:24:42.044351+00,2026-06-02 19:49:15.364134+00,true,,0.25,
287,64000 rent & utility expenses,opex,fixed,,,0.050,,,,,2026-05-10 17:24:42.261505+00,2026-06-02 19:49:15.364134+00,true,,0.25,
288,64010 rent,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0.58,""confidence"":0,""created_on"":""2026-06-03T15:25:42Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:52:50Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""02-2026"":1437.13},{""01-2026"":1437.13},{""08-2025"":1679.09},{""09-2025"":1681.69},{""10-2025"":1421.08},{""12-2025"":1539.51},{""03-2025"":1000},{""04-2025"":2425.2},{""06-2025"":1356.3},{""11-2025"":1389.28},{""02-2025"":2000},{""05-2025"":1356.3},{""07-2025"":1356.3}],""avg_absdelta"":0.25,""coefficient_of_variation"":1.59}]",,,,2026-05-10 17:24:42.311449+00,2026-06-02 19:49:15.364134+00,true,,0.25,
289,66000 insurance expenses,opex,fixed,,,0.050,,,,,2026-05-10 17:24:42.434911+00,2026-06-02 19:49:15.364134+00,true,,0.25,
290,66010 auto insurance,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0.23,""confidence"":0,""created_on"":""2026-06-03T15:26:20Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:53:16Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":316.28},{""02-2026"":316.28},{""06-2025"":326.66},{""07-2025"":326.66},{""09-2025"":326.66},{""12-2025"":408.28},{""01-2025"":285.28},{""04-2025"":285.28},{""08-2025"":326.66},{""10-2025"":326.66},{""11-2025"":316.28},{""02-2025"":285.28},{""03-2025"":285.28},{""05-2025"":326.66}],""avg_absdelta"":0.05,""coefficient_of_variation"":1.81}]",,,,2026-05-10 17:24:42.479053+00,2026-06-02 19:49:15.364134+00,true,,0.25,
291,66020 business insurance,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:26:28Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:53:16Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""02-2026"":31.51},{""01-2026"":47.66},{""04-2025"":39.59},{""06-2025"":39.58},{""07-2025"":39.58},{""08-2025"":39.58},{""10-2025"":39.58},{""11-2025"":39.58},{""03-2025"":39.58},{""05-2025"":39.59},{""09-2025"":144.58},{""12-2025"":39.58},{""01-2025"":39.58},{""02-2025"":39.58}],""avg_absdelta"":0.3,""coefficient_of_variation"":2.35}]",,,,2026-05-10 17:24:42.521191+00,2026-06-02 19:49:15.364134+00,true,,0.25,
292,66030 cyber insurance,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0.08,""confidence"":0,""created_on"":""2026-06-03T15:26:28Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0.08,""confidence"":0,""created_on"":""2026-06-04T12:53:16Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":310},{""02-2026"":310},{""08-2025"":227.09},{""11-2025"":227.09},{""12-2025"":227.09},{""03-2025"":227.08},{""04-2025"":227.09},{""09-2025"":227.09},{""10-2025"":227.09},{""01-2025"":227.08},{""02-2025"":227.08},{""05-2025"":227.09},{""06-2025"":227.07},{""07-2025"":227.09}],""avg_absdelta"":0.03,""coefficient_of_variation"":3.46}]",,,,2026-05-10 17:24:42.571426+00,2026-06-02 19:49:15.364134+00,true,,0.25,
293,66040 disability insurance,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0.08,""confidence"":0,""created_on"":""2026-06-03T15:26:37Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:53:28Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":170.54},{""02-2026"":170.54},{""10-2025"":170.54},{""11-2025"":170.54},{""12-2025"":170.54},{""02-2025"":132.36},{""05-2025"":132.36},{""07-2025"":170.54},{""08-2025"":170.54},{""01-2025"":132.36},{""03-2025"":132.36},{""04-2025"":132.36},{""06-2025"":136},{""09-2025"":170.54}],""avg_absdelta"":0.02,""coefficient_of_variation"":3.12}]",,,,2026-05-10 17:24:42.61394+00,2026-06-02 19:49:15.364134+00,true,,0.25,
294,66060 liability insurance,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:26:44Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:53:28Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""02-2026"":175.26},{""01-2026"":175.25},{""04-2025"":175.26},{""05-2025"":175.26},{""06-2025"":175.24},{""07-2025"":175.25},{""11-2025"":175.25},{""12-2025"":175.25},{""01-2025"":175.25},{""03-2025"":175.25},{""08-2025"":175.25},{""09-2025"":175.25},{""10-2025"":175.25},{""02-2025"":175.25}],""avg_absdelta"":0,""coefficient_of_variation"":1.62}]",,,,2026-05-10 17:24:42.654708+00,2026-06-02 19:49:15.364134+00,true,,0.25,
295,66070 officer health insurance,opex,semi_variable,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0.4,""confidence"":0,""created_on"":""2026-06-03T15:26:55Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0.4,""confidence"":0,""created_on"":""2026-06-04T12:53:37Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":2149.43},{""02-2026"":2149.43},{""09-2025"":17086.86},{""10-2025"":1898.54},{""11-2025"":1898.54},{""12-2025"":1898.54}],""avg_absdelta"":0.2,""coefficient_of_variation"":1.7}]",,,,2026-05-10 17:24:42.697484+00,2026-06-02 19:49:15.364134+00,true,,0.25,
296,68000 legal & professional fees,opex,semi_variable,,,0.050,,,,,2026-05-10 17:24:42.740256+00,2026-06-02 19:49:15.364134+00,true,,0.25,
297,68010 accounting fees,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""flagrate"":0.31,""confidence"":0,""created_on"":""2026-06-03T15:27:12Z"",""closing_month"":""02-2026""},{""value"":0.05,""flagrate"":0.31,""confidence"":0,""created_on"":""2026-06-04T12:53:57Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":4533.5},{""02-2026"":4111.5},{""01-2025"":3663},{""02-2025"":3663},{""06-2025"":3712},{""08-2025"":3758.99},{""09-2025"":3717},{""10-2025"":3740},{""11-2025"":3873.75},{""12-2025"":3879.75},{""03-2025"":3951},{""04-2025"":3685},{""05-2025"":3826},{""07-2025"":3752.99}],""avg_absdelta"":0.04,""coefficient_of_variation"":1.13}]",,,,2026-05-10 17:24:42.786016+00,2026-06-02 19:49:15.364134+00,true,,0.25,
298,5100 direct labor,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
299,6000 payroll,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
300,6020 payroll - employees,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
301,6024 employee pto,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
302,6404 hsa contribution,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
303,6405 worker's comp,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
304,5100 direct labor - cogs,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
305,5103 direct labor pr - commiss...,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
306,5104 direct labor pr - health ...,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
307,5105 direct labor pr - wellnes...,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
308,6100 indirect labor - employees,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
309,52100-000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
310,52103-001 benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
311,53100-000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
312,53103-001 benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
313,60010-000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
314,65100-000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
315,6350 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
316,3-65500 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
317,6450 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
318,6454 workers comp,opex,fixed,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
319,60000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
320,6020 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
321,6400 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
322,6403 bradley feldman - payroll,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
323,6404 jacci pearce - payroll,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
324,6000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
325,5002 direct labor employer taxes,opex,variable,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.34,""flagrate"":0.5,""confidence"":0,""created_on"":""2026-06-03T14:58:15Z"",""closing_month"":""03-2026""},{""value"":0.86,""flagrate"":0.17,""confidence"":0,""created_on"":""2026-06-04T12:32:54Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":7724.09},{""02-2026"":5303.47},{""03-2026"":2020.35},{""12-2025"":4397.44},{""03-2025"":554.43},{""08-2025"":3110.86},{""09-2025"":3345.13},{""10-2025"":4052.41},{""01-2025"":0},{""02-2025"":0},{""04-2025"":4255.84},{""05-2025"":1206.09},{""06-2025"":3017.98},{""07-2025"":2787.7},{""11-2025"":3141.48}],""avg_absdelta"":0.97,""coefficient_of_variation"":1.81}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
326,6025 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
327,6350 payroll & other employee exp.,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
328,6351 payroll services,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
329,6358 overtime,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
330,6360 pto,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
331,5010 direct labor,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
332,51100-000 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
333,51130-001 benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
334,60014-001 benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
335,65102-001 benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
336,5020 direct payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
337,5023 employee pr - dl pto,opex,variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.52,""flagrate"":0.33,""confidence"":0,""created_on"":""2026-06-03T14:59:44Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""12-2025"":11593.76},{""01-2026"":9594.37},{""02-2026"":16895.03},{""03-2026"":11012.59}],""avg_absdelta"":0.43,""coefficient_of_variation"":0.58}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
338,5120 the garage agency - direct payroll expen...,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
339,5220 the tread agency - direct payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
340,6000 indirect payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
341,6020 payroll expenses - employee,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
342,6023 employee pr - pto,opex,variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:00:57Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""02-2026"":896.47},{""03-2026"":790.18},{""12-2025"":944.65},{""01-2026"":799.65}],""avg_absdelta"":0.13,""coefficient_of_variation"":0.12}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
343,6030 payroll expense - 401k ee match,opex,variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.17,""flagrate"":0.6,""confidence"":0,""created_on"":""2026-06-03T15:00:57Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""03-2026"":4830.11},{""10-2025"":8187.93},{""11-2025"":5367.61},{""12-2025"":6594.55},{""01-2026"":5829.96},{""02-2026"":5872.88}],""avg_absdelta"":0.17,""coefficient_of_variation"":0.64}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
344,6031 payroll expense - medical benefits,opex,variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.17,""flagrate"":0.2,""confidence"":0,""created_on"":""2026-06-03T15:01:08Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""10-2025"":16163.01},{""11-2025"":13909.03},{""12-2025"":17029.42},{""01-2026"":17649.37},{""02-2026"":17967.3},{""03-2026"":16619.78}],""avg_absdelta"":0.1,""coefficient_of_variation"":0.76}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
345,6033 payroll expense - worker'...,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
346,4-65500 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
347,5100 direct payroll expense,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
348,6000 payroll expense,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
349,6025 benefits,opex,variable,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""thresholds"":[{""value"":0.78,""flagrate"":0.33,""confidence"":0,""created_on"":""2026-06-03T15:05:01Z"",""closing_month"":""03-2026""},{""value"":0.28,""flagrate"":1,""confidence"":0,""created_on"":""2026-06-04T12:47:26Z"",""closing_month"":""05-2025""}]}]",,0.150,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""history"":[{""01-2026"":750},{""02-2026"":500},{""03-2026"":1012},{""05-2025"":2300.51}],""avg_absdelta"":0.68,""coefficient_of_variation"":0.42}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
350,60006 profit share contributions,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
351,1-54000 direct labor,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
352,1-65500 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
353,6550 payroll expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
354,6553 employer taxes & benefits,opex,variable,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.15,""flagrate"":0.4,""confidence"":0,""created_on"":""2026-06-04T13:06:31Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""12-2025"":11786.45},{""01-2026"":12307.79},{""02-2026"":12870.75},{""03-2026"":14927.53},{""10-2025"":15025.91},{""11-2025"":11177.17}],""avg_absdelta"":0.11,""coefficient_of_variation"":0.75}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
355,6556 unemployement benefits,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
356,6700 payroll & employee expenses,opex,variable,,,0.150,,,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
357,6705 401k match,opex,variable,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.2,""flagrate"":0.55,""confidence"":0,""created_on"":""2026-06-03T15:10:35Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.54,""confidence"":0,""created_on"":""2026-06-04T13:16:46Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""01-2025"":1663},{""02-2025"":1663},{""03-2025"":1663},{""08-2025"":1933.78},{""09-2025"":2202.29},{""10-2025"":2168.04},{""12-2025"":3648.71},{""04-2025"":1323.92},{""05-2025"":1708.38},{""06-2025"":1709.69},{""07-2025"":2564.03},{""11-2025"":2655.82},{""02-2026"":1546.66},{""01-2026"":1546.66}],""avg_absdelta"":0.2,""coefficient_of_variation"":0.96}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
358,6706 health benefits,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.15,""flagrate"":0.73,""confidence"":0,""created_on"":""2026-06-03T15:10:45Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.62,""confidence"":0,""created_on"":""2026-06-04T13:16:57Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""09-2025"":3654.83},{""11-2025"":6977.04},{""01-2025"":4384.95},{""04-2025"":4984.62},{""05-2025"":5907.84},{""06-2025"":3702.06},{""07-2025"":4324.39},{""10-2025"":4728.62},{""12-2025"":6218.89},{""02-2025"":3819.6},{""03-2025"":2741.74},{""08-2025"":4834.07},{""01-2026"":5712.85},{""02-2026"":5670.69}],""avg_absdelta"":0.25,""coefficient_of_variation"":0.81}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
359,6707 other benefits,opex,variable,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.29,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:10:55Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.46,""confidence"":0,""created_on"":""2026-06-04T13:17:08Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""05-2025"":276.9},{""07-2025"":276.9},{""09-2025"":276.9},{""11-2025"":369.2},{""12-2025"":507.65},{""01-2025"":375.08},{""02-2025"":474.89},{""03-2025"":571.05},{""04-2025"":276.9},{""06-2025"":276.9},{""08-2025"":276.9},{""10-2025"":323.05},{""01-2026"":276.9},{""02-2026"":276.9}],""avg_absdelta"":0.16,""coefficient_of_variation"":1.11}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
360,5130 direct labor - 401k,opex,variable,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.69,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:12:15Z"",""closing_month"":""03-2026""},{""value"":0.15,""flagrate"":0.64,""confidence"":0,""created_on"":""2026-06-04T13:16:11Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""03-2026"":817.53},{""09-2025"":957.51},{""10-2025"":630.72},{""11-2025"":525.36},{""12-2025"":440.91},{""01-2026"":614.72},{""02-2026"":687.43},{""02-2025"":441.83},{""07-2025"":723.23},{""08-2025"":474.7},{""01-2025"":552.77},{""03-2025"":888.39},{""04-2025"":773.72},{""05-2025"":734.53},{""06-2025"":750.24}],""avg_absdelta"":0.3,""coefficient_of_variation"":1.04}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
361,5180 direct labor - worker's comp,opex,variable,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.57,""flagrate"":0.31,""confidence"":0,""created_on"":""2026-06-03T15:12:36Z"",""closing_month"":""03-2026""},{""value"":0.74,""flagrate"":0.15,""confidence"":0,""created_on"":""2026-06-04T13:16:46Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""03-2026"":113.96},{""10-2025"":334.46},{""11-2025"":115.26},{""12-2025"":132.11},{""01-2026"":125.63},{""02-2026"":123.92},{""01-2025"":72.46},{""02-2025"":106.85},{""05-2025"":318.62},{""08-2025"":117.97},{""03-2025"":132.76},{""04-2025"":62.59},{""06-2025"":116.74},{""07-2025"":118.57}],""avg_absdelta"":0.67,""coefficient_of_variation"":1.62}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
362,6140 employee pr - pto,opex,variable,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.18,""flagrate"":0.86,""confidence"":0,""created_on"":""2026-06-03T15:13:30Z"",""closing_month"":""03-2026""},{""value"":0.15,""flagrate"":0.86,""confidence"":0,""created_on"":""2026-06-04T13:18:01Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""10-2025"":578.63},{""11-2025"":1001.05},{""12-2025"":1647.14},{""01-2026"":304.84},{""02-2026"":123.1},{""03-2026"":122.86},{""09-2025"":1668.46},{""07-2025"":266}],""avg_absdelta"":1.24,""coefficient_of_variation"":1.34}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
363,6180 employee pr - worker's comp,opex,fixed,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:13:40Z"",""closing_month"":""03-2026""},{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T13:18:11Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""02-2026"":26.24},{""03-2026"":28.3},{""10-2025"":6.09},{""11-2025"":16.36},{""12-2025"":29.8},{""01-2026"":26.1},{""06-2025"":6.93},{""02-2025"":16.49},{""04-2025"":5.65},{""07-2025"":8.74},{""08-2025"":7.69},{""01-2025"":64.21},{""03-2025"":5.75},{""05-2025"":5.9}],""avg_absdelta"":0.38,""coefficient_of_variation"":1.22}]",,,,,2026-06-02 19:49:15.364134+00,true,,0.25,insurance
364,6220 retirement & benefits,opex,variable,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.61,""flagrate"":0.5,""confidence"":0,""created_on"":""2026-06-03T15:13:50Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""01-2026"":1553.33},{""02-2026"":888.33},{""03-2026"":388.33},{""09-2025"":1165},{""10-2025"":40}],""avg_absdelta"":9.95,""coefficient_of_variation"":1.62}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,dues_and_subscriptions
365,5310 payroll - direct,opex,variable,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0.08,""confidence"":0,""created_on"":""2026-06-03T15:13:42Z"",""closing_month"":""05-2025""},{""value"":0.15,""flagrate"":0.08,""confidence"":0,""created_on"":""2026-06-04T13:20:10Z"",""closing_month"":""12-2024""}]}]",,0.150,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""history"":[{""05-2025"":150884.48},{""04-2024"":142837.61},{""06-2024"":133484.29},{""08-2024"":139325.4},{""09-2024"":137933.03},{""12-2024"":126651},{""02-2024"":130710.55},{""05-2024"":153378.41},{""07-2024"":151711.59},{""10-2024"":126999.13},{""11-2024"":135883.07},{""01-2024"":127554.27},{""03-2024"":132301.43}],""avg_absdelta"":0.08,""coefficient_of_variation"":0.64}]",,,,,2026-06-02 19:49:15.364134+00,false,,2,wages
